sen,sur,case
It is she [MASK] told him.,0.5642135,NOM
It was she [MASK] told him.,3.0463667,NOM
It was she [MASK] told him.,0.21416603,NOM
It is he [MASK] trusted her.,3.991339,NOM
It is he [MASK] trusted her.,0.10286765,NOM
It is I [MASK] trusted her.,2.4150581,NOM
It is I [MASK] trusted her.,0.35042858,NOM
It is they [MASK] trusted her.,2.4160423,NOM
It is they [MASK] trusted her.,0.32990795,NOM
It is we [MASK] trusted her.,2.0300443,NOM
It is we [MASK] trusted her.,0.46902102,NOM
It was he [MASK] trusted her.,3.9652221,NOM
It was he [MASK] trusted her.,0.09730058,NOM
It was I [MASK] trusted her.,2.466549,NOM
It was I [MASK] trusted her.,0.29663688,NOM
It was they [MASK] trusted her.,3.1034403,NOM
It was they [MASK] trusted her.,0.1835448,NOM
It was we [MASK] trusted her.,2.394336,NOM
It was we [MASK] trusted her.,0.31733453,NOM
It is she [MASK] trusted him.,3.7073889,NOM
It is she [MASK] trusted him.,0.1274848,NOM
It was she [MASK] trusted him.,4.1835403,NOM
It was she [MASK] trusted him.,0.08398854,NOM
It is he [MASK] valued her.,3.9000652,NOM
It is he [MASK] valued her.,0.106981084,NOM
It is I [MASK] valued her.,2.9698608,NOM
It is I [MASK] valued her.,0.21570583,NOM
It is they [MASK] valued her.,2.4501538,NOM
It is they [MASK] valued her.,0.30956972,NOM
It is we [MASK] valued her.,2.2259278,NOM
It is we [MASK] valued her.,0.3962374,NOM
It was he [MASK] valued her.,3.6179185,NOM
It was he [MASK] valued her.,0.124188505,NOM
It was I [MASK] valued her.,2.735044,NOM
It was I [MASK] valued her.,0.23839399,NOM
It was they [MASK] valued her.,3.0886238,NOM
It was they [MASK] valued her.,0.18386145,NOM
It was we [MASK] valued her.,2.4760835,NOM
It was we [MASK] valued her.,0.2933319,NOM
It is she [MASK] valued him.,3.3533688,NOM
It is she [MASK] valued him.,0.1580165,NOM
It was she [MASK] valued him.,3.5967212,NOM
It was she [MASK] valued him.,0.12675641,NOM
It is he [MASK] wanted her.,3.0843341,NOM
It is he [MASK] wanted her.,0.22017907,NOM
It is I [MASK] wanted her.,2.627049,NOM
It is I [MASK] wanted her.,1.3480773,NOM
It is they [MASK] wanted her.,2.1672184,NOM
It is they [MASK] wanted her.,0.49467906,NOM
It is we [MASK] wanted her.,2.0926893,NOM
It is we [MASK] wanted her.,0.7572181,NOM
It was he [MASK] wanted her.,3.2051902,NOM
It was he [MASK] wanted her.,0.16772331,NOM
It was I [MASK] wanted her.,1.9547294,NOM
It was I [MASK] wanted her.,0.43756855,NOM
It was they [MASK] wanted her.,2.7018344,NOM
It was they [MASK] wanted her.,0.24873719,NOM
It was we [MASK] wanted her.,1.9258729,NOM
It was we [MASK] wanted her.,0.4532667,NOM
It is she [MASK] wanted him.,2.6725738,NOM
It is she [MASK] wanted him.,0.294838,NOM
It was she [MASK] wanted him.,3.0006404,NOM
It was she [MASK] wanted him.,0.1962775,NOM
