idx,sen,sur,case,gap,per,comp,order.gap,order.comp
1290,It was [MASK] that she pushed.,13.804834,NOM,obj,1st-plr,that,1,1
1291,It was [MASK] that she pulled.,14.614467,NOM,obj,1st-plr,that,1,1
1292,It was [MASK] that she pressed.,16.36488,NOM,obj,1st-plr,that,1,1
1293,It was [MASK] that she praised.,12.3268585,NOM,obj,1st-plr,that,1,1
1294,It was [MASK] that she painted.,11.398253,NOM,obj,1st-plr,that,1,1
1295,It was [MASK] that she noticed.,16.927069,NOM,obj,1st-plr,that,1,1
1296,It was [MASK] that she needed.,14.941324,NOM,obj,1st-plr,that,1,1
1297,It was [MASK] that she missed.,15.526949,NOM,obj,1st-plr,that,1,1
1298,It was [MASK] that she loves.,10.900037,NOM,obj,1st-plr,that,1,1
1299,It was [MASK] that she likes.,11.788646,NOM,obj,1st-plr,that,1,1
1300,It was [MASK] that she injured.,12.314962,NOM,obj,1st-plr,that,1,1
1301,It was [MASK] that she hurt.,16.81057,NOM,obj,1st-plr,that,1,1
1302,It was [MASK] that she hit.,13.888643,NOM,obj,1st-plr,that,1,1
1303,It was [MASK] that she heard.,16.470098,NOM,obj,1st-plr,that,1,1
1304,It was [MASK] that she hates.,11.150595,NOM,obj,1st-plr,that,1,1
1305,It was [MASK] that she greeted.,11.701625,NOM,obj,1st-plr,that,1,1
1306,It was [MASK] that she found.,14.568875,NOM,obj,1st-plr,that,1,1
1307,It was [MASK] that she feared.,16.09211,NOM,obj,1st-plr,that,1,1
1308,It was [MASK] that she drew.,12.45387,NOM,obj,1st-plr,that,1,1
1309,It was [MASK] that she called.,16.453392,NOM,obj,1st-plr,that,1,1
1310,It was [MASK] that she avoided.,14.112133,NOM,obj,1st-plr,that,1,1
1311,It was [MASK] that she advised.,11.597662,NOM,obj,1st-plr,that,1,1
1312,It was [MASK] that she admired.,16.218395,NOM,obj,1st-plr,that,1,1
1313,It is [MASK] that she wanted.,10.88873,NOM,obj,1st-plr,that,1,1
1314,It is [MASK] that she valued.,12.098286,NOM,obj,1st-plr,that,1,1
1315,It is [MASK] that she trusted.,9.882556,NOM,obj,1st-plr,that,1,1
1316,It is [MASK] that she told.,8.927096,NOM,obj,1st-plr,that,1,1
1317,It is [MASK] that she taught.,8.207256,NOM,obj,1st-plr,that,1,1
1318,It is [MASK] that she stroke.,12.243088,NOM,obj,1st-plr,that,1,1
1319,It is [MASK] that she sent.,8.976518,NOM,obj,1st-plr,that,1,1
1320,It is [MASK] that she saw.,11.19741,NOM,obj,1st-plr,that,1,1
1321,It is [MASK] that she respected.,10.455756,NOM,obj,1st-plr,that,1,1
1322,It is [MASK] that she pushed.,11.320513,NOM,obj,1st-plr,that,1,1
1323,It is [MASK] that she pulled.,11.789986,NOM,obj,1st-plr,that,1,1
1324,It is [MASK] that she pressed.,13.652034,NOM,obj,1st-plr,that,1,1
1325,It is [MASK] that she praised.,10.681058,NOM,obj,1st-plr,that,1,1
1326,It is [MASK] that she painted.,13.05966,NOM,obj,1st-plr,that,1,1
1327,It is [MASK] that she noticed.,15.002139,NOM,obj,1st-plr,that,1,1
1328,It is [MASK] that she needed.,10.855764,NOM,obj,1st-plr,that,1,1
1329,It is [MASK] that she missed.,13.070164,NOM,obj,1st-plr,that,1,1
1330,It is [MASK] that she loves.,11.707725,NOM,obj,1st-plr,that,1,1
1331,It is [MASK] that she likes.,12.826564,NOM,obj,1st-plr,that,1,1
1332,It is [MASK] that she injured.,14.816763,NOM,obj,1st-plr,that,1,1
1333,It is [MASK] that she hurt.,13.713206,NOM,obj,1st-plr,that,1,1
1334,It is [MASK] that she hit.,12.088363,NOM,obj,1st-plr,that,1,1
1335,It is [MASK] that she heard.,13.570533,NOM,obj,1st-plr,that,1,1
1336,It is [MASK] that she hates.,12.432867,NOM,obj,1st-plr,that,1,1
1337,It is [MASK] that she greeted.,9.628784,NOM,obj,1st-plr,that,1,1
1338,It is [MASK] that she found.,11.335646,NOM,obj,1st-plr,that,1,1
1339,It is [MASK] that she feared.,10.685464,NOM,obj,1st-plr,that,1,1
1340,It is [MASK] that she drew.,11.129246,NOM,obj,1st-plr,that,1,1
1341,It is [MASK] that she called.,13.991395,NOM,obj,1st-plr,that,1,1
1342,It is [MASK] that she avoided.,10.902455,NOM,obj,1st-plr,that,1,1
1343,It is [MASK] that she advised.,8.855777,NOM,obj,1st-plr,that,1,1
1344,It is [MASK] that she admired.,11.675766,NOM,obj,1st-plr,that,1,1
1345,It was [MASK] that she wanted.,17.935587,NOM,obj,1st-sing,that,1,1
1346,It was [MASK] that she valued.,20.220087,NOM,obj,1st-sing,that,1,1
1347,It was [MASK] that she trusted.,17.721642,NOM,obj,1st-sing,that,1,1
1348,It was [MASK] that she told.,16.441233,NOM,obj,1st-sing,that,1,1
1349,It was [MASK] that she taught.,15.450509,NOM,obj,1st-sing,that,1,1
1350,It was [MASK] that she stroke.,17.209377,NOM,obj,1st-sing,that,1,1
1351,It was [MASK] that she sent.,13.641728,NOM,obj,1st-sing,that,1,1
1352,It was [MASK] that she saw.,15.297454,NOM,obj,1st-sing,that,1,1
1353,It was [MASK] that she respected.,18.807953,NOM,obj,1st-sing,that,1,1
1354,It was [MASK] that she pushed.,17.071568,NOM,obj,1st-sing,that,1,1
1355,It was [MASK] that she pulled.,16.344318,NOM,obj,1st-sing,that,1,1
1356,It was [MASK] that she pressed.,16.873056,NOM,obj,1st-sing,that,1,1
1357,It was [MASK] that she praised.,16.833982,NOM,obj,1st-sing,that,1,1
1358,It was [MASK] that she painted.,15.3136215,NOM,obj,1st-sing,that,1,1
1359,It was [MASK] that she noticed.,16.97378,NOM,obj,1st-sing,that,1,1
1360,It was [MASK] that she needed.,18.905737,NOM,obj,1st-sing,that,1,1
1361,It was [MASK] that she missed.,16.792992,NOM,obj,1st-sing,that,1,1
1362,It was [MASK] that she loves.,16.067944,NOM,obj,1st-sing,that,1,1
1363,It was [MASK] that she likes.,15.843502,NOM,obj,1st-sing,that,1,1
1364,It was [MASK] that she injured.,17.05525,NOM,obj,1st-sing,that,1,1
1365,It was [MASK] that she hurt.,16.447786,NOM,obj,1st-sing,that,1,1
1366,It was [MASK] that she hit.,15.682479,NOM,obj,1st-sing,that,1,1
1367,It was [MASK] that she heard.,15.72937,NOM,obj,1st-sing,that,1,1
1368,It was [MASK] that she hates.,15.823641,NOM,obj,1st-sing,that,1,1
1369,It was [MASK] that she greeted.,15.742739,NOM,obj,1st-sing,that,1,1
1370,It was [MASK] that she found.,15.01312,NOM,obj,1st-sing,that,1,1
1371,It was [MASK] that she feared.,16.991766,NOM,obj,1st-sing,that,1,1
1372,It was [MASK] that she drew.,15.954736,NOM,obj,1st-sing,that,1,1
1373,It was [MASK] that she called.,18.980074,NOM,obj,1st-sing,that,1,1
1374,It was [MASK] that she avoided.,17.285307,NOM,obj,1st-sing,that,1,1
1375,It was [MASK] that she advised.,16.390385,NOM,obj,1st-sing,that,1,1
1376,It was [MASK] that she admired.,18.203009,NOM,obj,1st-sing,that,1,1
1377,It is [MASK] that she wanted.,16.680262,NOM,obj,1st-sing,that,1,1
1378,It is [MASK] that she valued.,18.00854,NOM,obj,1st-sing,that,1,1
1379,It is [MASK] that she trusted.,16.949738,NOM,obj,1st-sing,that,1,1
1380,It is [MASK] that she told.,15.36156,NOM,obj,1st-sing,that,1,1
1381,It is [MASK] that she taught.,14.995392,NOM,obj,1st-sing,that,1,1
1382,It is [MASK] that she stroke.,15.821305,NOM,obj,1st-sing,that,1,1
1383,It is [MASK] that she sent.,14.4848175,NOM,obj,1st-sing,that,1,1
1384,It is [MASK] that she saw.,14.901601,NOM,obj,1st-sing,that,1,1
1385,It is [MASK] that she respected.,17.606731,NOM,obj,1st-sing,that,1,1
1386,It is [MASK] that she pushed.,16.148798,NOM,obj,1st-sing,that,1,1
1387,It is [MASK] that she pulled.,15.8910675,NOM,obj,1st-sing,that,1,1
1388,It is [MASK] that she pressed.,16.481138,NOM,obj,1st-sing,that,1,1
1389,It is [MASK] that she praised.,15.168244,NOM,obj,1st-sing,that,1,1
1390,It is [MASK] that she painted.,14.095882,NOM,obj,1st-sing,that,1,1
1391,It is [MASK] that she noticed.,17.744602,NOM,obj,1st-sing,that,1,1
1392,It is [MASK] that she needed.,17.695183,NOM,obj,1st-sing,that,1,1
1393,It is [MASK] that she missed.,15.742194,NOM,obj,1st-sing,that,1,1
1394,It is [MASK] that she loves.,15.188136,NOM,obj,1st-sing,that,1,1
1395,It is [MASK] that she likes.,15.764048,NOM,obj,1st-sing,that,1,1
1396,It is [MASK] that she injured.,15.801677,NOM,obj,1st-sing,that,1,1
1397,It is [MASK] that she hurt.,16.058847,NOM,obj,1st-sing,that,1,1
1398,It is [MASK] that she hit.,14.809435,NOM,obj,1st-sing,that,1,1
1399,It is [MASK] that she heard.,16.77714,NOM,obj,1st-sing,that,1,1
1400,It is [MASK] that she hates.,15.096654,NOM,obj,1st-sing,that,1,1
1401,It is [MASK] that she greeted.,15.119615,NOM,obj,1st-sing,that,1,1
1402,It is [MASK] that she found.,14.209595,NOM,obj,1st-sing,that,1,1
1403,It is [MASK] that she feared.,15.823827,NOM,obj,1st-sing,that,1,1
1404,It is [MASK] that she drew.,14.960436,NOM,obj,1st-sing,that,1,1
1405,It is [MASK] that she called.,17.490137,NOM,obj,1st-sing,that,1,1
1406,It is [MASK] that she avoided.,16.392614,NOM,obj,1st-sing,that,1,1
1407,It is [MASK] that she advised.,15.744676,NOM,obj,1st-sing,that,1,1
1408,It is [MASK] that she admired.,16.628788,NOM,obj,1st-sing,that,1,1
1409,It was [MASK] that she wanted.,13.671045,NOM,obj,3rd-plr,that,1,1
1410,It was [MASK] that she valued.,12.868615,NOM,obj,3rd-plr,that,1,1
1411,It was [MASK] that she trusted.,9.771447,NOM,obj,3rd-plr,that,1,1
1412,It was [MASK] that she told.,8.808616,NOM,obj,3rd-plr,that,1,1
1413,It was [MASK] that she taught.,9.190223,NOM,obj,3rd-plr,that,1,1
1414,It was [MASK] that she stroke.,13.254115,NOM,obj,3rd-plr,that,1,1
1415,It was [MASK] that she sent.,10.986443,NOM,obj,3rd-plr,that,1,1
1416,It was [MASK] that she saw.,11.085674,NOM,obj,3rd-plr,that,1,1
1417,It was [MASK] that she respected.,10.867387,NOM,obj,3rd-plr,that,1,1
1418,It was [MASK] that she pushed.,12.845996,NOM,obj,3rd-plr,that,1,1
1419,It was [MASK] that she pulled.,13.109507,NOM,obj,3rd-plr,that,1,1
1420,It was [MASK] that she pressed.,14.272042,NOM,obj,3rd-plr,that,1,1
1421,It was [MASK] that she praised.,9.56957,NOM,obj,3rd-plr,that,1,1
1422,It was [MASK] that she painted.,10.952311,NOM,obj,3rd-plr,that,1,1
1423,It was [MASK] that she noticed.,13.811581,NOM,obj,3rd-plr,that,1,1
1424,It was [MASK] that she needed.,14.008544,NOM,obj,3rd-plr,that,1,1
1425,It was [MASK] that she missed.,12.103975,NOM,obj,3rd-plr,that,1,1
1426,It was [MASK] that she loves.,11.936931,NOM,obj,3rd-plr,that,1,1
1427,It was [MASK] that she likes.,12.789266,NOM,obj,3rd-plr,that,1,1
1428,It was [MASK] that she injured.,11.260456,NOM,obj,3rd-plr,that,1,1
1429,It was [MASK] that she hurt.,15.482185,NOM,obj,3rd-plr,that,1,1
1430,It was [MASK] that she hit.,12.782476,NOM,obj,3rd-plr,that,1,1
1431,It was [MASK] that she heard.,11.831596,NOM,obj,3rd-plr,that,1,1
1432,It was [MASK] that she hates.,11.842028,NOM,obj,3rd-plr,that,1,1
1433,It was [MASK] that she greeted.,10.675576,NOM,obj,3rd-plr,that,1,1
1434,It was [MASK] that she found.,10.820648,NOM,obj,3rd-plr,that,1,1
1435,It was [MASK] that she feared.,10.777742,NOM,obj,3rd-plr,that,1,1
1436,It was [MASK] that she drew.,11.372631,NOM,obj,3rd-plr,that,1,1
1437,It was [MASK] that she called.,15.642691,NOM,obj,3rd-plr,that,1,1
1438,It was [MASK] that she avoided.,11.019787,NOM,obj,3rd-plr,that,1,1
1439,It was [MASK] that she advised.,10.062925,NOM,obj,3rd-plr,that,1,1
1440,It was [MASK] that she admired.,11.767549,NOM,obj,3rd-plr,that,1,1
1441,It is [MASK] that she wanted.,12.114492,NOM,obj,3rd-plr,that,1,1
1442,It is [MASK] that she valued.,11.412581,NOM,obj,3rd-plr,that,1,1
1443,It is [MASK] that she trusted.,8.787928,NOM,obj,3rd-plr,that,1,1
1444,It is [MASK] that she told.,9.282781,NOM,obj,3rd-plr,that,1,1
1445,It is [MASK] that she taught.,9.904151,NOM,obj,3rd-plr,that,1,1
1446,It is [MASK] that she stroke.,11.686955,NOM,obj,3rd-plr,that,1,1
1447,It is [MASK] that she sent.,10.434108,NOM,obj,3rd-plr,that,1,1
1448,It is [MASK] that she saw.,10.616208,NOM,obj,3rd-plr,that,1,1
1449,It is [MASK] that she respected.,9.464905,NOM,obj,3rd-plr,that,1,1
1450,It is [MASK] that she pushed.,12.66392,NOM,obj,3rd-plr,that,1,1
1451,It is [MASK] that she pulled.,11.592212,NOM,obj,3rd-plr,that,1,1
1452,It is [MASK] that she pressed.,13.62797,NOM,obj,3rd-plr,that,1,1
1453,It is [MASK] that she praised.,8.773069,NOM,obj,3rd-plr,that,1,1
1454,It is [MASK] that she painted.,12.990458,NOM,obj,3rd-plr,that,1,1
1455,It is [MASK] that she noticed.,14.458548,NOM,obj,3rd-plr,that,1,1
1456,It is [MASK] that she needed.,12.691558,NOM,obj,3rd-plr,that,1,1
1457,It is [MASK] that she missed.,11.716808,NOM,obj,3rd-plr,that,1,1
1458,It is [MASK] that she loves.,11.121019,NOM,obj,3rd-plr,that,1,1
1459,It is [MASK] that she likes.,12.811116,NOM,obj,3rd-plr,that,1,1
1460,It is [MASK] that she injured.,14.30418,NOM,obj,3rd-plr,that,1,1
1461,It is [MASK] that she hurt.,13.667255,NOM,obj,3rd-plr,that,1,1
1462,It is [MASK] that she hit.,11.845468,NOM,obj,3rd-plr,that,1,1
1463,It is [MASK] that she heard.,12.413978,NOM,obj,3rd-plr,that,1,1
1464,It is [MASK] that she hates.,11.3992195,NOM,obj,3rd-plr,that,1,1
1465,It is [MASK] that she greeted.,10.018199,NOM,obj,3rd-plr,that,1,1
1466,It is [MASK] that she found.,10.275625,NOM,obj,3rd-plr,that,1,1
1467,It is [MASK] that she feared.,9.938374,NOM,obj,3rd-plr,that,1,1
1468,It is [MASK] that she drew.,11.049296,NOM,obj,3rd-plr,that,1,1
1469,It is [MASK] that she called.,14.334065,NOM,obj,3rd-plr,that,1,1
1470,It is [MASK] that she avoided.,10.698253,NOM,obj,3rd-plr,that,1,1
1471,It is [MASK] that she advised.,10.005766,NOM,obj,3rd-plr,that,1,1
1472,It is [MASK] that she admired.,10.279106,NOM,obj,3rd-plr,that,1,1
1473,It was [MASK] that he wanted.,6.6201606,NOM,obj,3rd-sing-f,that,1,1
1474,It was [MASK] that he valued.,6.18608,NOM,obj,3rd-sing-f,that,1,1
1475,It was [MASK] that he trusted.,4.339529,NOM,obj,3rd-sing-f,that,1,1
1476,It was [MASK] that he told.,5.5579796,NOM,obj,3rd-sing-f,that,1,1
1477,It was [MASK] that he taught.,8.066398,NOM,obj,3rd-sing-f,that,1,1
1478,It was [MASK] that he stroke.,9.946937,NOM,obj,3rd-sing-f,that,1,1
1479,It was [MASK] that he sent.,5.9305696,NOM,obj,3rd-sing-f,that,1,1
1480,It was [MASK] that he saw.,6.2933846,NOM,obj,3rd-sing-f,that,1,1
1481,It was [MASK] that he respected.,5.4373207,NOM,obj,3rd-sing-f,that,1,1
1482,It was [MASK] that he pushed.,8.555294,NOM,obj,3rd-sing-f,that,1,1
1483,It was [MASK] that he pulled.,8.391358,NOM,obj,3rd-sing-f,that,1,1
1484,It was [MASK] that he pressed.,8.951565,NOM,obj,3rd-sing-f,that,1,1
1485,It was [MASK] that he praised.,4.5862975,NOM,obj,3rd-sing-f,that,1,1
1486,It was [MASK] that he painted.,8.845673,NOM,obj,3rd-sing-f,that,1,1
1487,It was [MASK] that he noticed.,8.105324,NOM,obj,3rd-sing-f,that,1,1
1488,It was [MASK] that he needed.,8.051566,NOM,obj,3rd-sing-f,that,1,1
1489,It was [MASK] that he missed.,6.881965,NOM,obj,3rd-sing-f,that,1,1
1490,It was [MASK] that he loves.,6.2192097,NOM,obj,3rd-sing-f,that,1,1
1491,It was [MASK] that he likes.,7.9307466,NOM,obj,3rd-sing-f,that,1,1
1492,It was [MASK] that he injured.,9.1243925,NOM,obj,3rd-sing-f,that,1,1
1493,It was [MASK] that he hurt.,11.253019,NOM,obj,3rd-sing-f,that,1,1
1494,It was [MASK] that he hit.,9.395996,NOM,obj,3rd-sing-f,that,1,1
1495,It was [MASK] that he heard.,7.3428125,NOM,obj,3rd-sing-f,that,1,1
1496,It was [MASK] that he hates.,7.466223,NOM,obj,3rd-sing-f,that,1,1
1497,It was [MASK] that he greeted.,5.5734205,NOM,obj,3rd-sing-f,that,1,1
1498,It was [MASK] that he found.,7.7113066,NOM,obj,3rd-sing-f,that,1,1
1499,It was [MASK] that he feared.,5.3148165,NOM,obj,3rd-sing-f,that,1,1
1500,It was [MASK] that he drew.,8.7661,NOM,obj,3rd-sing-f,that,1,1
1501,It was [MASK] that he called.,10.607576,NOM,obj,3rd-sing-f,that,1,1
1502,It was [MASK] that he avoided.,8.48268,NOM,obj,3rd-sing-f,that,1,1
1503,It was [MASK] that he advised.,5.844561,NOM,obj,3rd-sing-f,that,1,1
1504,It was [MASK] that he admired.,5.3179197,NOM,obj,3rd-sing-f,that,1,1
1505,It is [MASK] that he wanted.,7.293084,NOM,obj,3rd-sing-f,that,1,1
1506,It is [MASK] that he valued.,7.25071,NOM,obj,3rd-sing-f,that,1,1
1507,It is [MASK] that he trusted.,4.9625764,NOM,obj,3rd-sing-f,that,1,1
1508,It is [MASK] that he told.,7.0257006,NOM,obj,3rd-sing-f,that,1,1
1509,It is [MASK] that he taught.,9.862149,NOM,obj,3rd-sing-f,that,1,1
1510,It is [MASK] that he stroke.,9.891504,NOM,obj,3rd-sing-f,that,1,1
1511,It is [MASK] that he sent.,6.659176,NOM,obj,3rd-sing-f,that,1,1
1512,It is [MASK] that he saw.,7.5299315,NOM,obj,3rd-sing-f,that,1,1
1513,It is [MASK] that he respected.,6.435045,NOM,obj,3rd-sing-f,that,1,1
1514,It is [MASK] that he pushed.,10.664704,NOM,obj,3rd-sing-f,that,1,1
1515,It is [MASK] that he pulled.,8.862015,NOM,obj,3rd-sing-f,that,1,1
1516,It is [MASK] that he pressed.,10.638304,NOM,obj,3rd-sing-f,that,1,1
1517,It is [MASK] that he praised.,6.280717,NOM,obj,3rd-sing-f,that,1,1
1518,It is [MASK] that he painted.,14.461117,NOM,obj,3rd-sing-f,that,1,1
1519,It is [MASK] that he noticed.,11.330197,NOM,obj,3rd-sing-f,that,1,1
1520,It is [MASK] that he needed.,9.013596,NOM,obj,3rd-sing-f,that,1,1
1521,It is [MASK] that he missed.,7.7346373,NOM,obj,3rd-sing-f,that,1,1
1522,It is [MASK] that he loves.,4.8315907,NOM,obj,3rd-sing-f,that,1,1
1523,It is [MASK] that he likes.,7.6011443,NOM,obj,3rd-sing-f,that,1,1
1524,It is [MASK] that he injured.,14.943494,NOM,obj,3rd-sing-f,that,1,1
1525,It is [MASK] that he hurt.,10.588895,NOM,obj,3rd-sing-f,that,1,1
1526,It is [MASK] that he hit.,9.136232,NOM,obj,3rd-sing-f,that,1,1
1527,It is [MASK] that he heard.,10.705918,NOM,obj,3rd-sing-f,that,1,1
1528,It is [MASK] that he hates.,6.9680963,NOM,obj,3rd-sing-f,that,1,1
1529,It is [MASK] that he greeted.,5.946605,NOM,obj,3rd-sing-f,that,1,1
1530,It is [MASK] that he found.,7.851434,NOM,obj,3rd-sing-f,that,1,1
1531,It is [MASK] that he feared.,6.6287518,NOM,obj,3rd-sing-f,that,1,1
1532,It is [MASK] that he drew.,9.464394,NOM,obj,3rd-sing-f,that,1,1
1533,It is [MASK] that he called.,11.522717,NOM,obj,3rd-sing-f,that,1,1
1534,It is [MASK] that he avoided.,9.808986,NOM,obj,3rd-sing-f,that,1,1
1535,It is [MASK] that he advised.,9.569543,NOM,obj,3rd-sing-f,that,1,1
1536,It is [MASK] that he admired.,6.251186,NOM,obj,3rd-sing-f,that,1,1
1537,It was [MASK] that she wanted.,6.393173,NOM,obj,3rd-sing-m,that,1,1
1538,It was [MASK] that she valued.,6.100052,NOM,obj,3rd-sing-m,that,1,1
1539,It was [MASK] that she trusted.,3.570413,NOM,obj,3rd-sing-m,that,1,1
1540,It was [MASK] that she told.,5.159765,NOM,obj,3rd-sing-m,that,1,1
1541,It was [MASK] that she taught.,6.744697,NOM,obj,3rd-sing-m,that,1,1
1542,It was [MASK] that she stroke.,8.862901,NOM,obj,3rd-sing-m,that,1,1
1543,It was [MASK] that she sent.,5.7733955,NOM,obj,3rd-sing-m,that,1,1
1544,It was [MASK] that she saw.,6.4171906,NOM,obj,3rd-sing-m,that,1,1
1545,It was [MASK] that she respected.,4.4538884,NOM,obj,3rd-sing-m,that,1,1
1546,It was [MASK] that she pushed.,7.82769,NOM,obj,3rd-sing-m,that,1,1
1547,It was [MASK] that she pulled.,7.9394784,NOM,obj,3rd-sing-m,that,1,1
1548,It was [MASK] that she pressed.,9.116011,NOM,obj,3rd-sing-m,that,1,1
1549,It was [MASK] that she praised.,4.2031364,NOM,obj,3rd-sing-m,that,1,1
1550,It was [MASK] that she painted.,8.651131,NOM,obj,3rd-sing-m,that,1,1
1551,It was [MASK] that she noticed.,7.60625,NOM,obj,3rd-sing-m,that,1,1
1552,It was [MASK] that she needed.,7.288586,NOM,obj,3rd-sing-m,that,1,1
1553,It was [MASK] that she missed.,6.73459,NOM,obj,3rd-sing-m,that,1,1
1554,It was [MASK] that she loves.,5.948944,NOM,obj,3rd-sing-m,that,1,1
1555,It was [MASK] that she likes.,7.374788,NOM,obj,3rd-sing-m,that,1,1
1556,It was [MASK] that she injured.,8.046497,NOM,obj,3rd-sing-m,that,1,1
1557,It was [MASK] that she hurt.,10.8307495,NOM,obj,3rd-sing-m,that,1,1
1558,It was [MASK] that she hit.,8.270281,NOM,obj,3rd-sing-m,that,1,1
1559,It was [MASK] that she heard.,7.36469,NOM,obj,3rd-sing-m,that,1,1
1560,It was [MASK] that she hates.,7.0512214,NOM,obj,3rd-sing-m,that,1,1
1561,It was [MASK] that she greeted.,5.279035,NOM,obj,3rd-sing-m,that,1,1
1562,It was [MASK] that she found.,7.3730645,NOM,obj,3rd-sing-m,that,1,1
1563,It was [MASK] that she feared.,4.9011292,NOM,obj,3rd-sing-m,that,1,1
1564,It was [MASK] that she drew.,7.313047,NOM,obj,3rd-sing-m,that,1,1
1565,It was [MASK] that she called.,11.450628,NOM,obj,3rd-sing-m,that,1,1
1566,It was [MASK] that she avoided.,7.152229,NOM,obj,3rd-sing-m,that,1,1
1567,It was [MASK] that she advised.,4.8306727,NOM,obj,3rd-sing-m,that,1,1
1568,It was [MASK] that she admired.,4.5994487,NOM,obj,3rd-sing-m,that,1,1
1569,It is [MASK] that she wanted.,6.3157454,NOM,obj,3rd-sing-m,that,1,1
1570,It is [MASK] that she valued.,6.172381,NOM,obj,3rd-sing-m,that,1,1
1571,It is [MASK] that she trusted.,3.4358308,NOM,obj,3rd-sing-m,that,1,1
1572,It is [MASK] that she told.,6.0532503,NOM,obj,3rd-sing-m,that,1,1
1573,It is [MASK] that she taught.,7.452048,NOM,obj,3rd-sing-m,that,1,1
1574,It is [MASK] that she stroke.,8.64709,NOM,obj,3rd-sing-m,that,1,1
1575,It is [MASK] that she sent.,5.894776,NOM,obj,3rd-sing-m,that,1,1
1576,It is [MASK] that she saw.,6.858465,NOM,obj,3rd-sing-m,that,1,1
1577,It is [MASK] that she respected.,4.2735734,NOM,obj,3rd-sing-m,that,1,1
1578,It is [MASK] that she pushed.,8.949779,NOM,obj,3rd-sing-m,that,1,1
1579,It is [MASK] that she pulled.,7.6581373,NOM,obj,3rd-sing-m,that,1,1
1580,It is [MASK] that she pressed.,9.603966,NOM,obj,3rd-sing-m,that,1,1
1581,It is [MASK] that she praised.,4.3293858,NOM,obj,3rd-sing-m,that,1,1
1582,It is [MASK] that she painted.,9.743755,NOM,obj,3rd-sing-m,that,1,1
1583,It is [MASK] that she noticed.,10.024305,NOM,obj,3rd-sing-m,that,1,1
1584,It is [MASK] that she needed.,7.5839944,NOM,obj,3rd-sing-m,that,1,1
1585,It is [MASK] that she missed.,6.8183684,NOM,obj,3rd-sing-m,that,1,1
1586,It is [MASK] that she loves.,4.70407,NOM,obj,3rd-sing-m,that,1,1
1587,It is [MASK] that she likes.,7.0457087,NOM,obj,3rd-sing-m,that,1,1
1588,It is [MASK] that she injured.,11.366505,NOM,obj,3rd-sing-m,that,1,1
1589,It is [MASK] that she hurt.,10.3030205,NOM,obj,3rd-sing-m,that,1,1
1590,It is [MASK] that she hit.,8.485381,NOM,obj,3rd-sing-m,that,1,1
1591,It is [MASK] that she heard.,9.123697,NOM,obj,3rd-sing-m,that,1,1
1592,It is [MASK] that she hates.,6.295529,NOM,obj,3rd-sing-m,that,1,1
1593,It is [MASK] that she greeted.,4.5790634,NOM,obj,3rd-sing-m,that,1,1
1594,It is [MASK] that she found.,6.5473857,NOM,obj,3rd-sing-m,that,1,1
1595,It is [MASK] that she feared.,5.3076844,NOM,obj,3rd-sing-m,that,1,1
1596,It is [MASK] that she drew.,6.9945264,NOM,obj,3rd-sing-m,that,1,1
1597,It is [MASK] that she called.,11.200975,NOM,obj,3rd-sing-m,that,1,1
1598,It is [MASK] that she avoided.,7.4825006,NOM,obj,3rd-sing-m,that,1,1
1599,It is [MASK] that she advised.,6.238391,NOM,obj,3rd-sing-m,that,1,1
1600,It is [MASK] that she admired.,4.584175,NOM,obj,3rd-sing-m,that,1,1
1601,It was [MASK] that wanted her.,15.2202835,NOM,subj,1st-plr,that,2,1
1602,It was [MASK] that valued her.,12.5013275,NOM,subj,1st-plr,that,2,1
1603,It was [MASK] that trusted her.,10.615897,NOM,subj,1st-plr,that,2,1
1604,It was [MASK] that told her.,14.496188,NOM,subj,1st-plr,that,2,1
1605,It was [MASK] that taught her.,11.59008,NOM,subj,1st-plr,that,2,1
1606,It was [MASK] that stroke her.,12.959476,NOM,subj,1st-plr,that,2,1
1607,It was [MASK] that sent her.,13.233205,NOM,subj,1st-plr,that,2,1
1608,It was [MASK] that saw her.,12.608696,NOM,subj,1st-plr,that,2,1
1609,It was [MASK] that respected her.,11.672225,NOM,subj,1st-plr,that,2,1
1610,It was [MASK] that pushed her.,14.6835985,NOM,subj,1st-plr,that,2,1
1611,It was [MASK] that pulled her.,15.390922,NOM,subj,1st-plr,that,2,1
1612,It was [MASK] that pressed her.,16.941414,NOM,subj,1st-plr,that,2,1
1613,It was [MASK] that praised her.,11.158013,NOM,subj,1st-plr,that,2,1
1614,It was [MASK] that painted her.,14.246402,NOM,subj,1st-plr,that,2,1
1615,It was [MASK] that noticed her.,13.42225,NOM,subj,1st-plr,that,2,1
1616,It was [MASK] that needed her.,10.392784,NOM,subj,1st-plr,that,2,1
1617,It was [MASK] that missed her.,11.272094,NOM,subj,1st-plr,that,2,1
1618,It was [MASK] that love her.,7.4761333,NOM,subj,1st-plr,that,2,1
1619,It was [MASK] that like her.,15.057267,NOM,subj,1st-plr,that,2,1
1620,It was [MASK] that injured her.,14.318074,NOM,subj,1st-plr,that,2,1
1621,It was [MASK] that hurt her.,14.876078,NOM,subj,1st-plr,that,2,1
1622,It was [MASK] that hit her.,16.21264,NOM,subj,1st-plr,that,2,1
1623,It was [MASK] that heard her.,12.808063,NOM,subj,1st-plr,that,2,1
