idx,sen,comp,sur,case,order.case
966,It is I [MASK] told her.,who,1.1836201,NOM,2
967,It is I [MASK] advised her.,who,1.0176421,NOM,2
968,It was I [MASK] drew her.,who,0.77257264,NOM,2
969,It is I [MASK] stroke her.,who,0.7404853,NOM,2
970,It is I [MASK] pulled her.,who,0.70557404,NOM,2
971,It was I [MASK] pulled her.,who,0.70120823,NOM,2
972,It is I [MASK] hit her.,who,0.6873199,NOM,2
973,It was I [MASK] taught her.,who,0.64735764,NOM,2
974,It is I [MASK] taught her.,who,0.63909626,NOM,2
975,It is I [MASK] drew her.,who,0.6179168,NOM,2
976,It was I [MASK] hurt her.,who,0.5932491,NOM,2
977,It was I [MASK] missed her.,who,0.5723943,NOM,2
978,It is I [MASK] pressed her.,who,0.57098675,NOM,2
979,It was I [MASK] injured her.,who,0.5610404,NOM,2
980,It was I [MASK] heard her.,who,0.5516461,NOM,2
981,It is I [MASK] avoided her.,who,0.51998335,NOM,2
982,It is I [MASK] hurt her.,who,0.5135861,NOM,2
983,It is I [MASK] admired her.,who,0.49523023,NOM,2
984,It is I [MASK] injured her.,who,0.48341328,NOM,2
985,It is I [MASK] saw her.,who,0.4384109,NOM,2
986,It was I [MASK] wanted her.,who,0.43756855,NOM,2
987,It was I [MASK] hit her.,who,0.42392203,NOM,2
988,It was I [MASK] pushed her.,who,0.4042409,NOM,2
989,It is I [MASK] pushed her.,who,0.38135964,NOM,2
990,It is I [MASK] feared her.,who,0.3760039,NOM,2
991,It is I [MASK] trusted her.,who,0.35042858,NOM,2
992,It is I [MASK] needed her.,who,0.345763,NOM,2
993,It was I [MASK] admired her.,who,0.3432955,NOM,2
994,It was I [MASK] pressed her.,who,0.3331455,NOM,2
995,It is I [MASK] respected her.,who,0.32725194,NOM,2
996,It is I [MASK] likes her.,who,0.307433,NOM,2
997,It was I [MASK] trusted her.,who,0.29663688,NOM,2
998,It was I [MASK] told her.,who,0.28640813,NOM,2
999,It was I [MASK] respected her.,who,0.28367388,NOM,2
1000,It is I [MASK] found her.,who,0.27976462,NOM,2
1001,It was I [MASK] needed her.,who,0.26709986,NOM,2
1002,It was I [MASK] likes her.,who,0.2581468,NOM,2
1003,It was I [MASK] found her.,who,0.256318,NOM,2
1004,It was I [MASK] hates her.,who,0.2538924,NOM,2
1005,It is I [MASK] called her.,who,0.2502219,NOM,2
1006,It was I [MASK] feared her.,who,0.24739517,NOM,2
1007,It was I [MASK] valued her.,who,0.23839399,NOM,2
1008,It was I [MASK] painted her.,who,0.23512942,NOM,2
1009,It is I [MASK] praised her.,who,0.23184253,NOM,2
1010,It was I [MASK] saw her.,who,0.23032627,NOM,2
1011,It was I [MASK] loves her.,who,0.2256945,NOM,2
1012,It is I [MASK] valued her.,who,0.21570583,NOM,2
1013,It is I [MASK] loves her.,who,0.1959268,NOM,2
1014,It is I [MASK] hates her.,who,0.18507396,NOM,2
1015,It was I [MASK] sent her.,who,0.18112287,NOM,2
1016,It was I [MASK] avoided her.,who,0.16970396,NOM,2
1017,It is I [MASK] greeted her.,who,0.16833517,NOM,2
1018,It is I [MASK] painted her.,who,0.16750127,NOM,2
1019,It was I [MASK] noticed her.,who,0.15459676,NOM,2
1020,It was I [MASK] praised her.,who,0.14605972,NOM,2
1021,It was I [MASK] advised her.,who,0.13736454,NOM,2
1022,It is I [MASK] sent her.,who,0.13282149,NOM,2
1023,It was I [MASK] called her.,who,0.102295674,NOM,2
1024,It was I [MASK] greeted her.,who,0.06260337,NOM,2
1025,It is them [MASK] she sent.,that,13.929775,ACC,1
1026,It was them [MASK] she sent.,that,11.8840885,ACC,1
1027,It is them [MASK] she pressed.,that,11.113914,ACC,1
1028,It was them [MASK] like her.,that,10.860528,ACC,1
1029,It is them [MASK] she advised.,that,10.382176,ACC,1
1030,It was them [MASK] she advised.,that,10.29228,ACC,1
1031,It is them [MASK] she greeted.,that,9.029386,ACC,1
1032,It is them [MASK] she told.,that,8.583777,ACC,1
1033,It is them [MASK] she called.,that,8.409286,ACC,1
1034,It is them [MASK] like her.,that,7.7015414,ACC,1
1035,It is them [MASK] she heard.,that,6.859676,ACC,1
1036,It is them [MASK] she pushed.,that,6.541584,ACC,1
1037,It was them [MASK] she told.,that,6.0139627,ACC,1
1038,It is them [MASK] she noticed.,that,5.895818,ACC,1
1039,It was them [MASK] she pressed.,that,3.9339595,ACC,1
1040,It was them [MASK] she noticed.,that,3.8989325,ACC,1
1041,It was them [MASK] she called.,that,3.1707234,ACC,1
1042,It is them [MASK] she saw.,that,2.8165734,ACC,1
1043,It was them [MASK] trusted her.,that,2.7677252,ACC,1
1044,It was them [MASK] stroke her.,that,2.5720563,ACC,1
1045,It was them [MASK] admired her.,that,2.534392,ACC,1
1046,It was them [MASK] valued her.,that,2.4998422,ACC,1
1047,It was them [MASK] needed her.,that,2.4619691,ACC,1
1048,It was them [MASK] hate her.,that,2.4577436,ACC,1
1049,It was them [MASK] praised her.,that,2.417449,ACC,1
1050,It was them [MASK] respected her.,that,2.3918831,ACC,1
1051,It was them [MASK] love her.,that,2.3731084,ACC,1
1052,It is them [MASK] she feared.,that,2.3674507,ACC,1
1053,It is them [MASK] trusted her.,that,2.3622568,ACC,1
1054,It is them [MASK] admired her.,that,2.3420224,ACC,1
1055,It was them [MASK] avoided her.,that,2.3079655,ACC,1
1056,It was them [MASK] missed her.,that,2.2881646,ACC,1
1057,It is them [MASK] avoided her.,that,2.2671316,ACC,1
1058,It was them [MASK] she heard.,that,2.2404656,ACC,1
1059,It is them [MASK] love her.,that,2.1774845,ACC,1
1060,It was them [MASK] called her.,that,2.1575801,ACC,1
1061,It was them [MASK] wanted her.,that,2.137261,ACC,1
1062,It is them [MASK] respected her.,that,2.103644,ACC,1
1063,It is them [MASK] valued her.,that,2.0949311,ACC,1
1064,It is them [MASK] missed her.,that,2.0655694,ACC,1
1065,It is them [MASK] praised her.,that,2.0621603,ACC,1
1066,It was them [MASK] greeted her.,that,2.0522249,ACC,1
1067,It is them [MASK] hate her.,that,2.0213127,ACC,1
1068,It is them [MASK] she praised.,that,2.00737,ACC,1
1069,It is them [MASK] needed her.,that,1.9724185,ACC,1
1070,It is them [MASK] called her.,that,1.8497488,ACC,1
1071,It is them [MASK] she pulled.,that,1.8497107,ACC,1
1072,It was them [MASK] feared her.,that,1.8403585,ACC,1
1073,It was them [MASK] she saw.,that,1.8195826,ACC,1
1074,It was them [MASK] painted her.,that,1.8082781,ACC,1
1075,It is them [MASK] painted her.,that,1.7763275,ACC,1
1076,It was them [MASK] told her.,that,1.763529,ACC,1
1077,It was them [MASK] advised her.,that,1.7585226,ACC,1
1078,It is them [MASK] feared her.,that,1.7381046,ACC,1
1079,It is them [MASK] wanted her.,that,1.731034,ACC,1
1080,It is them [MASK] sent her.,that,1.7002302,ACC,1
1081,It was them [MASK] sent her.,that,1.6062961,ACC,1
1082,It is them [MASK] stroke her.,that,1.6010587,ACC,1
1083,It is them [MASK] taught her.,that,1.5952166,ACC,1
1084,It is them [MASK] found her.,that,1.5462749,ACC,1
1085,It is them [MASK] saw her.,that,1.5110672,ACC,1
1086,It was them [MASK] pushed her.,that,1.4722024,ACC,1
1087,It was them [MASK] heard her.,that,1.4622444,ACC,1
1088,It is them [MASK] she taught.,that,1.4519545,ACC,1
1089,It is them [MASK] she drew.,that,1.4519222,ACC,1
1090,It is them [MASK] hurt her.,that,1.4258341,ACC,1
1091,It is them [MASK] greeted her.,that,1.3948171,ACC,1
1092,It was them [MASK] found her.,that,1.3857905,ACC,1
1093,It is them [MASK] heard her.,that,1.3580881,ACC,1
1094,It was them [MASK] taught her.,that,1.3414447,ACC,1
1095,It is them [MASK] pushed her.,that,1.3070772,ACC,1
1096,It is them [MASK] told her.,that,1.3015383,ACC,1
1097,It was them [MASK] hurt her.,that,1.2686045,ACC,1
1098,It was them [MASK] she greeted.,that,1.2602448,ACC,1
1099,It was them [MASK] noticed her.,that,1.2414438,ACC,1
1100,It was them [MASK] saw her.,that,1.2287682,ACC,1
1101,It was them [MASK] she found.,that,1.1971215,ACC,1
1102,It is them [MASK] noticed her.,that,1.1867405,ACC,1
1103,It was them [MASK] pressed her.,that,1.1543059,ACC,1
1104,It was them [MASK] she pushed.,that,1.1437525,ACC,1
1105,It was them [MASK] she praised.,that,1.0665498,ACC,1
1106,It is them [MASK] injured her.,that,1.0114359,ACC,1
1107,It is them [MASK] she found.,that,1.00142,ACC,1
1108,It was them [MASK] injured her.,that,0.9254435,ACC,1
1109,It is them [MASK] advised her.,that,0.92098504,ACC,1
1110,It was them [MASK] she pulled.,that,0.89832354,ACC,1
1111,It is them [MASK] she painted.,that,0.8082448,ACC,1
1112,It is them [MASK] she admired.,that,0.7199103,ACC,1
1113,It is them [MASK] pressed her.,that,0.70367885,ACC,1
1114,It was them [MASK] she feared.,that,0.60844195,ACC,1
1115,It is them [MASK] she stroke.,that,0.5912571,ACC,1
1116,It is them [MASK] drew her.,that,0.5735526,ACC,1
1117,It was them [MASK] pulled her.,that,0.5500299,ACC,1
1118,It is them [MASK] she hurt.,that,0.54716104,ACC,1
1119,It was them [MASK] hit her.,that,0.5126062,ACC,1
1120,It is them [MASK] hit her.,that,0.50858617,ACC,1
1121,It is them [MASK] she hit.,that,0.506927,ACC,1
1122,It is them [MASK] pulled her.,that,0.5034691,ACC,1
1123,It is them [MASK] she injured.,that,0.4944885,ACC,1
1124,It was them [MASK] she stroke.,that,0.47616994,ACC,1
1125,It is them [MASK] she trusted.,that,0.46165782,ACC,1
1126,It was them [MASK] drew her.,that,0.43675414,ACC,1
1127,It is them [MASK] she respected.,that,0.41189262,ACC,1
1128,It was them [MASK] she taught.,that,0.3869825,ACC,1
1129,It was them [MASK] she painted.,that,0.36854258,ACC,1
1130,It was them [MASK] she likes.,that,0.33896023,ACC,1
1131,It was them [MASK] she trusted.,that,0.3062321,ACC,1
1132,It was them [MASK] she hit.,that,0.30321443,ACC,1
1133,It was them [MASK] she hurt.,that,0.27216956,ACC,1
1134,It was them [MASK] she loves.,that,0.2531615,ACC,1
1135,It was them [MASK] she injured.,that,0.24891804,ACC,1
1136,It was them [MASK] she hates.,that,0.20593163,ACC,1
1137,It is them [MASK] she avoided.,that,0.18990372,ACC,1
1138,It was them [MASK] she drew.,that,0.18683454,ACC,1
1139,It was them [MASK] she respected.,that,0.17356245,ACC,1
1140,It is them [MASK] she loves.,that,0.16329294,ACC,1
1141,It is them [MASK] she valued.,that,0.15679812,ACC,1
1142,It is them [MASK] she missed.,that,0.14839125,ACC,1
1143,It was them [MASK] she admired.,that,0.13843104,ACC,1
1144,It is them [MASK] she likes.,that,0.13714625,ACC,1
1145,It was them [MASK] she missed.,that,0.1353523,ACC,1
1146,It is them [MASK] she hates.,that,0.13428938,ACC,1
1147,It is them [MASK] she wanted.,that,0.1278605,ACC,1
1148,It was them [MASK] she avoided.,that,0.11460273,ACC,1
1149,It is them [MASK] she needed.,that,0.0764888,ACC,1
1150,It was them [MASK] she wanted.,that,0.073345944,ACC,1
1151,It was them [MASK] she valued.,that,0.06997856,ACC,1
1152,It was them [MASK] she needed.,that,0.038881633,ACC,1
1153,It is them [MASK] she sent.,who,18.859684,ACC,1
1154,It was them [MASK] she sent.,who,16.516266,ACC,1
1155,It is them [MASK] she advised.,who,16.209675,ACC,1
1156,It is them [MASK] she pressed.,who,15.498309,ACC,1
1157,It was them [MASK] she advised.,who,15.049411,ACC,1
1158,It is them [MASK] she told.,who,14.178755,ACC,1
1159,It is them [MASK] she heard.,who,14.094355,ACC,1
1160,It is them [MASK] she greeted.,who,13.453262,ACC,1
1161,It is them [MASK] she noticed.,who,13.348194,ACC,1
1162,It is them [MASK] she called.,who,12.409493,ACC,1
1163,It is them [MASK] she pushed.,who,12.189589,ACC,1
1164,It was them [MASK] she told.,who,10.2306,ACC,1
1165,It is them [MASK] she saw.,who,10.072988,ACC,1
1166,It was them [MASK] she noticed.,who,10.04639,ACC,1
1167,It was them [MASK] like her.,who,9.5944605,ACC,1
1168,It was them [MASK] she heard.,who,9.450823,ACC,1
1169,It was them [MASK] she saw.,who,8.944137,ACC,1
1170,It is them [MASK] she praised.,who,8.521944,ACC,1
1171,It is them [MASK] she drew.,who,8.305303,ACC,1
1172,It was them [MASK] she pressed.,who,8.225633,ACC,1
1173,It is them [MASK] she feared.,who,7.9647884,ACC,1
1174,It is them [MASK] she pulled.,who,7.3810916,ACC,1
1175,It was them [MASK] she found.,who,7.342478,ACC,1
1176,It is them [MASK] she found.,who,7.1601357,ACC,1
1177,It is them [MASK] she likes.,who,6.820428,ACC,1
1178,It is them [MASK] like her.,who,6.685611,ACC,1
1179,It is them [MASK] she taught.,who,6.6775274,ACC,1
1180,It was them [MASK] she called.,who,6.623769,ACC,1
1181,It was them [MASK] she drew.,who,6.479409,ACC,1
1182,It is them [MASK] she painted.,who,6.3067303,ACC,1
1183,It was them [MASK] she needed.,who,6.2112355,ACC,1
1184,It is them [MASK] she wanted.,who,6.0054317,ACC,1
1185,It was them [MASK] she praised.,who,5.973519,ACC,1
1186,It was them [MASK] she likes.,who,5.9345903,ACC,1
1187,It is them [MASK] she needed.,who,5.913726,ACC,1
1188,It was them [MASK] she stroke.,who,5.8040905,ACC,1
1189,It was them [MASK] she wanted.,who,5.7596426,ACC,1
1190,It was them [MASK] she painted.,who,5.736894,ACC,1
1191,It is them [MASK] she admired.,who,5.671214,ACC,1
1192,It was them [MASK] she pulled.,who,5.5455704,ACC,1
1193,It was them [MASK] she taught.,who,5.4804792,ACC,1
1194,It was them [MASK] she valued.,who,5.473701,ACC,1
1195,It is them [MASK] she stroke.,who,5.434988,ACC,1
1196,It is them [MASK] she valued.,who,5.328146,ACC,1
1197,It was them [MASK] she admired.,who,5.3133874,ACC,1
1198,It is them [MASK] she missed.,who,5.1830087,ACC,1
1199,It was them [MASK] she pushed.,who,5.0046563,ACC,1
1200,It was them [MASK] she feared.,who,4.9473386,ACC,1
1201,It is them [MASK] she loves.,who,4.868203,ACC,1
1202,It is them [MASK] she hates.,who,4.767736,ACC,1
1203,It is them [MASK] she avoided.,who,4.7005644,ACC,1
1204,It was them [MASK] she loves.,who,4.6454444,ACC,1
1205,It was them [MASK] she missed.,who,4.582645,ACC,1
1206,It was them [MASK] she avoided.,who,4.470577,ACC,1
1207,It is them [MASK] she respected.,who,4.363343,ACC,1
1208,It was them [MASK] she hit.,who,4.279332,ACC,1
1209,It was them [MASK] she respected.,who,4.1955404,ACC,1
1210,It was them [MASK] she hates.,who,4.157261,ACC,1
1211,It was them [MASK] she hurt.,who,4.0113983,ACC,1
1212,It was them [MASK] she injured.,who,3.9565723,ACC,1
1213,It is them [MASK] she hit.,who,3.8992133,ACC,1
1214,It is them [MASK] she hurt.,who,3.5546877,ACC,1
1215,It is them [MASK] she trusted.,who,3.4372964,ACC,1
1216,It is them [MASK] she injured.,who,3.408806,ACC,1
1217,It was them [MASK] she trusted.,who,3.20939,ACC,1
1218,It was them [MASK] she greeted.,who,2.8912938,ACC,1
1219,It was them [MASK] drew her.,who,1.9714929,ACC,1
1220,It was them [MASK] stroke her.,who,1.965739,ACC,1
1221,It is them [MASK] hit her.,who,1.7999365,ACC,1
1222,It is them [MASK] pulled her.,who,1.7958623,ACC,1
1223,It was them [MASK] hit her.,who,1.7667255,ACC,1
1224,It was them [MASK] pulled her.,who,1.6731482,ACC,1
1225,It is them [MASK] drew her.,who,1.6714128,ACC,1
1226,It is them [MASK] pressed her.,who,1.465009,ACC,1
1227,It is them [MASK] advised her.,who,1.2626143,ACC,1
1228,It was them [MASK] hate her.,who,1.0971532,ACC,1
1229,It was them [MASK] injured her.,who,1.0918827,ACC,1
1230,It was them [MASK] love her.,who,1.0882303,ACC,1
1231,It is them [MASK] told her.,who,1.0097113,ACC,1
1232,It is them [MASK] injured her.,who,1.0066644,ACC,1
1233,It was them [MASK] pressed her.,who,0.8731898,ACC,1
1234,It is them [MASK] noticed her.,who,0.84811217,ACC,1
1235,It is them [MASK] called her.,who,0.84312475,ACC,1
1236,It was them [MASK] saw her.,who,0.8102766,ACC,1
1237,It was them [MASK] noticed her.,who,0.7995942,ACC,1
1238,It was them [MASK] hurt her.,who,0.78581357,ACC,1
1239,It is them [MASK] heard her.,who,0.75611174,ACC,1
1240,It is them [MASK] pushed her.,who,0.7558232,ACC,1
1241,It is them [MASK] stroke her.,who,0.75478995,ACC,1
1242,It was them [MASK] taught her.,who,0.73998845,ACC,1
1243,It is them [MASK] greeted her.,who,0.7137742,ACC,1
1244,It was them [MASK] found her.,who,0.7002443,ACC,1
1245,It is them [MASK] hurt her.,who,0.6943945,ACC,1
1246,It was them [MASK] heard her.,who,0.6602837,ACC,1
1247,It was them [MASK] pushed her.,who,0.64843297,ACC,1
1248,It is them [MASK] saw her.,who,0.63479495,ACC,1
1249,It is them [MASK] taught her.,who,0.61218435,ACC,1
1250,It is them [MASK] found her.,who,0.6108323,ACC,1
1251,It was them [MASK] sent her.,who,0.5822041,ACC,1
1252,It was them [MASK] told her.,who,0.5420257,ACC,1
1253,It is them [MASK] sent her.,who,0.5399445,ACC,1
1254,It is them [MASK] wanted her.,who,0.5262804,ACC,1
1255,It is them [MASK] feared her.,who,0.52270865,ACC,1
1256,It was them [MASK] advised her.,who,0.5197123,ACC,1
1257,It is them [MASK] painted her.,who,0.51159596,ACC,1
1258,It was them [MASK] painted her.,who,0.49187905,ACC,1
1259,It was them [MASK] feared her.,who,0.47654298,ACC,1
1260,It is them [MASK] missed her.,who,0.4445408,ACC,1
1261,It is them [MASK] needed her.,who,0.4335658,ACC,1
1262,It is them [MASK] hate her.,who,0.4180231,ACC,1
1263,It was them [MASK] called her.,who,0.40989247,ACC,1
1264,It is them [MASK] praised her.,who,0.40519145,ACC,1
1265,It was them [MASK] greeted her.,who,0.40264165,ACC,1
1266,It is them [MASK] valued her.,who,0.39140034,ACC,1
1267,It is them [MASK] respected her.,who,0.38892746,ACC,1
1268,It was them [MASK] wanted her.,who,0.3753097,ACC,1
1269,It is them [MASK] love her.,who,0.3703969,ACC,1
1270,It was them [MASK] missed her.,who,0.34657824,ACC,1
1271,It is them [MASK] avoided her.,who,0.3419785,ACC,1
1272,It was them [MASK] avoided her.,who,0.32749727,ACC,1
1273,It is them [MASK] admired her.,who,0.32404006,ACC,1
1274,It is them [MASK] trusted her.,who,0.31877133,ACC,1
1275,It was them [MASK] respected her.,who,0.30715212,ACC,1
1276,It was them [MASK] praised her.,who,0.30115005,ACC,1
1277,It was them [MASK] needed her.,who,0.291771,ACC,1
1278,It was them [MASK] valued her.,who,0.28288537,ACC,1
1279,It was them [MASK] admired her.,who,0.27539444,ACC,1
1280,It was them [MASK] trusted her.,who,0.23131964,ACC,1
1281,It is they [MASK] she pressed.,that,9.142454,NOM,2
1282,It is they [MASK] she sent.,that,8.198384,NOM,2
1283,It was they [MASK] like her.,that,7.86051,NOM,2
1284,It is they [MASK] she advised.,that,7.1784396,NOM,2
1285,It is they [MASK] like her.,that,5.629084,NOM,2
1286,It is they [MASK] she told.,that,5.4816556,NOM,2
1287,It is they [MASK] she greeted.,that,5.295771,NOM,2
1288,It was they [MASK] she advised.,that,4.898985,NOM,2
1289,It is they [MASK] she heard.,that,4.6845303,NOM,2
1290,It was they [MASK] she sent.,that,4.3481407,NOM,2
1291,It is they [MASK] she noticed.,that,4.0899367,NOM,2
1292,It is they [MASK] she pushed.,that,3.684776,NOM,2
1293,It is they [MASK] told her.,that,3.3806036,NOM,2
1294,It was they [MASK] trusted her.,that,3.1034403,NOM,2
1295,It was they [MASK] valued her.,that,3.0886238,NOM,2
1296,It was they [MASK] she told.,that,3.0395083,NOM,2
1297,It is they [MASK] taught her.,that,2.9606624,NOM,2
1298,It was they [MASK] needed her.,that,2.8961394,NOM,2
1299,It was they [MASK] missed her.,that,2.8743289,NOM,2
1300,It is they [MASK] painted her.,that,2.835089,NOM,2
1301,It is they [MASK] called her.,that,2.8279495,NOM,2
1302,It was they [MASK] painted her.,that,2.820884,NOM,2
1303,It was they [MASK] avoided her.,that,2.795029,NOM,2
1304,It was they [MASK] called her.,that,2.766933,NOM,2
1305,It was they [MASK] respected her.,that,2.7471597,NOM,2
1306,It was they [MASK] admired her.,that,2.7278938,NOM,2
1307,It was they [MASK] wanted her.,that,2.7018344,NOM,2
1308,It was they [MASK] praised her.,that,2.5949647,NOM,2
1309,It was they [MASK] told her.,that,2.564777,NOM,2
1310,It is they [MASK] she called.,that,2.5593483,NOM,2
1311,It was they [MASK] greeted her.,that,2.5582485,NOM,2
1312,It was they [MASK] advised her.,that,2.5102742,NOM,2
1313,It is they [MASK] valued her.,that,2.4501538,NOM,2
1314,It was they [MASK] sent her.,that,2.4370222,NOM,2
1315,It is they [MASK] missed her.,that,2.4345732,NOM,2
1316,It is they [MASK] trusted her.,that,2.4160423,NOM,2
1317,It is they [MASK] admired her.,that,2.392454,NOM,2
1318,It is they [MASK] advised her.,that,2.3489673,NOM,2
1319,It is they [MASK] needed her.,that,2.3150659,NOM,2
1320,It was they [MASK] taught her.,that,2.2699003,NOM,2
1321,It is they [MASK] sent her.,that,2.206467,NOM,2
1322,It was they [MASK] feared her.,that,2.1998355,NOM,2
1323,It is they [MASK] praised her.,that,2.173606,NOM,2
1324,It is they [MASK] wanted her.,that,2.1672184,NOM,2
1325,It is they [MASK] respected her.,that,2.1537485,NOM,2
1326,It is they [MASK] saw her.,that,2.1461196,NOM,2
1327,It was they [MASK] saw her.,that,2.1400402,NOM,2
1328,It was they [MASK] found her.,that,2.0914745,NOM,2
1329,It is they [MASK] avoided her.,that,2.0912921,NOM,2
1330,It was they [MASK] hate her.,that,2.0316272,NOM,2
1331,It is they [MASK] love her.,that,1.9801667,NOM,2
1332,It is they [MASK] hate her.,that,1.9665636,NOM,2
1333,It was they [MASK] love her.,that,1.916525,NOM,2
1334,It is they [MASK] heard her.,that,1.9121826,NOM,2
1335,It was they [MASK] noticed her.,that,1.9109999,NOM,2
1336,It was they [MASK] pushed her.,that,1.8846161,NOM,2
1337,It is they [MASK] feared her.,that,1.8574979,NOM,2
1338,It is they [MASK] greeted her.,that,1.8506345,NOM,2
1339,It was they [MASK] hurt her.,that,1.841158,NOM,2
1340,It is they [MASK] found her.,that,1.8096449,NOM,2
1341,It is they [MASK] noticed her.,that,1.7546996,NOM,2
1342,It is they [MASK] hurt her.,that,1.638389,NOM,2
1343,It was they [MASK] pressed her.,that,1.6373088,NOM,2
1344,It is they [MASK] pushed her.,that,1.6334094,NOM,2
1345,It is they [MASK] stroke her.,that,1.6313245,NOM,2
1346,It was they [MASK] stroke her.,that,1.6214427,NOM,2
1347,It was they [MASK] heard her.,that,1.6096709,NOM,2
1348,It is they [MASK] she hurt.,that,1.5658444,NOM,2
1349,It was they [MASK] she pressed.,that,1.459077,NOM,2
1350,It is they [MASK] injured her.,that,1.427683,NOM,2
1351,It was they [MASK] injured her.,that,1.3809316,NOM,2
1352,It is they [MASK] pressed her.,that,1.3104432,NOM,2
1353,It was they [MASK] hit her.,that,1.2889601,NOM,2
1354,It is they [MASK] she saw.,that,1.2834585,NOM,2
1355,It is they [MASK] she injured.,that,1.27521,NOM,2
1356,It is they [MASK] hit her.,that,1.0928674,NOM,2
1357,It is they [MASK] she trusted.,that,0.98456234,NOM,2
1358,It is they [MASK] she feared.,that,0.9686981,NOM,2
1359,It was they [MASK] she hurt.,that,0.92348754,NOM,2
1360,It is they [MASK] drew her.,that,0.91288066,NOM,2
1361,It is they [MASK] she hit.,that,0.8933671,NOM,2
1362,It was they [MASK] she greeted.,that,0.8860301,NOM,2
1363,It was they [MASK] pulled her.,that,0.86396044,NOM,2
1364,It is they [MASK] she pulled.,that,0.86159164,NOM,2
1365,It is they [MASK] pulled her.,that,0.83480287,NOM,2
1366,It was they [MASK] she injured.,that,0.79321826,NOM,2
1367,It is they [MASK] she praised.,that,0.7558891,NOM,2
1368,It was they [MASK] she noticed.,that,0.7554958,NOM,2
1369,It was they [MASK] drew her.,that,0.7316055,NOM,2
1370,It is they [MASK] she respected.,that,0.6655388,NOM,2
1371,It was they [MASK] she hit.,that,0.6586777,NOM,2
1372,It was they [MASK] she heard.,that,0.60343325,NOM,2
1373,It is they [MASK] she stroke.,that,0.583027,NOM,2
1374,It was they [MASK] she trusted.,that,0.56626713,NOM,2
1375,It was they [MASK] she called.,that,0.51117355,NOM,2
1376,It is they [MASK] she taught.,that,0.506297,NOM,2
1377,It is they [MASK] she drew.,that,0.44471693,NOM,2
1378,It was they [MASK] she stroke.,that,0.44453448,NOM,2
1379,It is they [MASK] she loves.,that,0.44056106,NOM,2
1380,It is they [MASK] she painted.,that,0.33406442,NOM,2
1381,It was they [MASK] she pushed.,that,0.3247647,NOM,2
1382,It was they [MASK] she respected.,that,0.31976485,NOM,2
1383,It was they [MASK] she loves.,that,0.2996097,NOM,2
1384,It was they [MASK] she pulled.,that,0.29749426,NOM,2
1385,It is they [MASK] she admired.,that,0.28887552,NOM,2
1386,It was they [MASK] she feared.,that,0.27827173,NOM,2
1387,It is they [MASK] she valued.,that,0.24195066,NOM,2
1388,It is they [MASK] she avoided.,that,0.22327521,NOM,2
1389,It was they [MASK] she saw.,that,0.20963469,NOM,2
1390,It was they [MASK] she praised.,that,0.20939596,NOM,2
1391,It is they [MASK] she found.,that,0.20375457,NOM,2
1392,It was they [MASK] she hates.,that,0.20333126,NOM,2
1393,It is they [MASK] she missed.,that,0.20320246,NOM,2
1394,It was they [MASK] she taught.,that,0.1974433,NOM,2
1395,It was they [MASK] she likes.,that,0.18288898,NOM,2
1396,It is they [MASK] she hates.,that,0.18146063,NOM,2
1397,It was they [MASK] she avoided.,that,0.16495155,NOM,2
1398,It was they [MASK] she painted.,that,0.16444077,NOM,2
1399,It was they [MASK] she missed.,that,0.15838057,NOM,2
1400,It is they [MASK] she wanted.,that,0.15698105,NOM,2
1401,It is they [MASK] she needed.,that,0.1545423,NOM,2
1402,It was they [MASK] she found.,that,0.14088783,NOM,2
1403,It is they [MASK] she likes.,that,0.13902587,NOM,2
1404,It was they [MASK] she admired.,that,0.11081116,NOM,2
1405,It was they [MASK] she valued.,that,0.09951153,NOM,2
1406,It was they [MASK] she drew.,that,0.09557457,NOM,2
1407,It was they [MASK] she wanted.,that,0.05546263,NOM,2
1408,It was they [MASK] she needed.,that,0.03974639,NOM,2
1409,It is they [MASK] she sent.,who,13.932383,NOM,2
1410,It is they [MASK] she pressed.,who,12.855962,NOM,2
1411,It is they [MASK] she advised.,who,12.600497,NOM,2
1412,It is they [MASK] she heard.,who,10.914503,NOM,2
1413,It is they [MASK] she told.,who,10.70433,NOM,2
1414,It is they [MASK] she noticed.,who,10.271493,NOM,2
1415,It was they [MASK] she advised.,who,9.825825,NOM,2
1416,It was they [MASK] she sent.,who,9.437805,NOM,2
1417,It is they [MASK] she greeted.,who,9.174538,NOM,2
1418,It is they [MASK] she pushed.,who,8.64311,NOM,2
1419,It is they [MASK] she saw.,who,7.556241,NOM,2
1420,It is they [MASK] she likes.,who,7.5023923,NOM,2
1421,It is they [MASK] she drew.,who,7.3443375,NOM,2
1422,It is they [MASK] she called.,who,7.1055036,NOM,2
1423,It was they [MASK] she told.,who,7.0177803,NOM,2
1424,It was they [MASK] she heard.,who,6.932764,NOM,2
1425,It was they [MASK] she drew.,who,6.9221816,NOM,2
1426,It was they [MASK] she saw.,who,6.8378572,NOM,2
1427,It was they [MASK] she needed.,who,6.589091,NOM,2
1428,It was they [MASK] like her.,who,6.401061,NOM,2
1429,It was they [MASK] she noticed.,who,6.2277317,NOM,2
1430,It was they [MASK] she wanted.,who,6.1870556,NOM,2
1431,It is they [MASK] she feared.,who,6.05581,NOM,2
1432,It is they [MASK] she praised.,who,6.006569,NOM,2
